Rank,Countries,City,Year,Air_Pollution_Index,Air_Pollution_Level
293,China,Yiyang,2017,39.1,Good
293,China,Yiyang,2018,33.3,Good
293,China,Yiyang,2019,49.8,Good
293,China,Yiyang,2020,40,Good
293,China,Yiyang,2021,34.4,Good
293,China,Yiyang,2022,37.1,Good
295,China,Xiangtan,2017,50.3,NA
295,China,Xiangtan,2018,46.6,Good
295,China,Xiangtan,2019,46.8,Good
295,China,Xiangtan,2020,38.2,Good
295,China,Xiangtan,2021,42.3,Good
295,China,Xiangtan,2022,36.9,Good
296,China,Xinzhou,2017,62.6,Moderate
296,China,Xinzhou,2018,51.4,Moderate
296,China,Xinzhou,2019,41.7,Good
296,China,Xinzhou,2020,44.4,Good
296,China,Xinzhou,2021,44.9,Good
296,China,Xinzhou,2022,36.9,Good
298,China,Jiangyin,2017,55.1,Moderate
298,China,Jiangyin,2018,48.8,Good
298,China,Jiangyin,2019,41.8,Good
298,China,Jiangyin,2020,36.8,Good
298,China,Jiangyin,2021,33.9,Good
298,China,Jiangyin,2022,36.7,Good
302,China,Suihua,2017,35.4,Good
302,China,Suihua,2018,35.4,Good
302,China,Suihua,2019,37.1,Good
302,China,Suihua,2020,39.1,Good
302,China,Suihua,2021,32.7,Good
302,China,Suihua,2022,36.4,Good
303,China,Tongchuan,2017,50.5,NA
303,China,Tongchuan,2018,46.3,Good
303,China,Tongchuan,2019,44.6,Good
303,China,Tongchuan,2020,38.6,Good
303,China,Tongchuan,2021,34,Good
303,China,Tongchuan,2022,36.3,Good
304,China,Jinzhou,2017,46.8,Good
304,China,Jinzhou,2018,44.4,Good
304,China,Jinzhou,2019,45.3,Good
304,China,Jinzhou,2020,46.9,Good
304,China,Jinzhou,2021,41.6,Good
304,China,Jinzhou,2022,36.2,Good
305,China,Jinan,2017,63.7,Moderate
305,China,Jinan,2018,52.9,Moderate
305,China,Jinan,2019,54.4,Moderate
305,China,Jinan,2020,49,Good
305,China,Jinan,2021,42,Good
305,China,Jinan,2022,36.2,Good
306,China,Tianjin,2017,63.2,Moderate
306,China,Tianjin,2018,52.3,Moderate
306,China,Tianjin,2019,51.3,Moderate
306,China,Tianjin,2020,48.9,Good
306,China,Tianjin,2021,39.9,Good
306,China,Tianjin,2022,36.2,Good
307,Indonesia,Jakarta,2017,29.7,Good
307,Indonesia,Jakarta,2018,45.3,Good
307,Indonesia,Jakarta,2019,49.4,Good
307,Indonesia,Jakarta,2020,39.6,Good
307,Indonesia,Jakarta,2021,39.2,Good
307,Indonesia,Jakarta,2022,36.2,Good
309,China,Luzhou,2017,51.4,Moderate
309,China,Luzhou,2018,37,Good
309,China,Luzhou,2019,40.8,Good
309,China,Luzhou,2020,37.3,Good
309,China,Luzhou,2021,38.3,Good
309,China,Luzhou,2022,36.1,Good
310,China,Ili,2017,49.6,Good
310,China,Ili,2018,47.1,Good
310,China,Ili,2019,41.5,Good
310,China,Ili,2020,43.6,Good
310,China,Ili,2021,35.7,Good
310,China,Ili,2022,36.1,Good
311,Iran,Tehran,2017,34,Good
311,Iran,Tehran,2018,26.1,Good
311,Iran,Tehran,2019,25.9,Good
311,Iran,Tehran,2020,29,Good
311,Iran,Tehran,2021,31.7,Good
311,Iran,Tehran,2022,36.1,Good
314,China,Meishan,2017,47.1,Good
314,China,Meishan,2018,36.2,Good
314,China,Meishan,2019,35.2,Good
314,China,Meishan,2020,31.4,Good
314,China,Meishan,2021,33,Good
314,China,Meishan,2022,35.8,Good
315,China,Cangzhou,2017,88.7,Moderate
315,China,Cangzhou,2018,65.2,Moderate
315,China,Cangzhou,2019,53,Moderate
315,China,Cangzhou,2020,52,Moderate
315,China,Cangzhou,2021,42.1,Good
315,China,Cangzhou,2022,35.7,Good
326,China,Nanchong,2017,45.2,Good
326,China,Nanchong,2018,45.3,Good
326,China,Nanchong,2019,42.3,Good
326,China,Nanchong,2020,36.6,Good
326,China,Nanchong,2021,37.1,Good
326,China,Nanchong,2022,35.2,Good
327,China,Lanzhou,2017,48.6,Good
327,China,Lanzhou,2018,45.9,Good
327,China,Lanzhou,2019,35.7,Good
327,China,Lanzhou,2020,33,Good
327,China,Lanzhou,2021,37.1,Good
327,China,Lanzhou,2022,35.1,Good
329,China,Zhenjiang,2017,53.9,Moderate
329,China,Zhenjiang,2018,53.2,Moderate
329,China,Zhenjiang,2019,45,Good
329,China,Zhenjiang,2020,37.7,Good
329,China,Zhenjiang,2021,37.7,Good
329,China,Zhenjiang,2022,35.1,Good
330,India,Chandrapur,2017,44.8,Good
330,India,Chandrapur,2018,41.4,Good
330,India,Chandrapur,2019,35.1,Good
330,India,Chandrapur,2020,32.2,Good
330,India,Chandrapur,2021,47.5,Good
330,India,Chandrapur,2022,35.1,Good
332,China,Suizhou,2017,50.5,NA
332,China,Suizhou,2018,44,Good
332,China,Suizhou,2019,41.9,Good
332,China,Suizhou,2020,37,Good
332,China,Suizhou,2021,36.9,Good
332,China,Suizhou,2022,35,Good
333,China,Deyang,2017,51.2,Moderate
333,China,Deyang,2018,41.1,Good
333,China,Deyang,2019,39.9,Good
333,China,Deyang,2020,37.1,Good
333,China,Deyang,2021,37.7,Good
333,China,Deyang,2022,35,Good
338,China,Zhongwei,2017,36.6,Good
338,China,Zhongwei,2018,36.9,Good
338,China,Zhongwei,2019,31.5,Good
338,China,Zhongwei,2020,33.3,Good
338,China,Zhongwei,2021,37.1,Good
338,China,Zhongwei,2022,34.8,Good
344,China,Wuzhong,2017,42.9,Good
344,China,Wuzhong,2018,37.9,Good
344,China,Wuzhong,2019,31.1,Good
344,China,Wuzhong,2020,33.9,Good
344,China,Wuzhong,2021,36.5,Good
344,China,Wuzhong,2022,34.6,Good
345,China,Weifang,2017,56.9,Moderate
345,China,Weifang,2018,52.6,Moderate
345,China,Weifang,2019,56.2,Moderate
345,China,Weifang,2020,49.9,Good
345,China,Weifang,2021,40.2,Good
345,China,Weifang,2022,34.6,Good
348,China,Mianyang,2017,48.5,Good
348,China,Mianyang,2018,45.3,Good
348,China,Mianyang,2019,37.8,Good
348,China,Mianyang,2020,34.2,Good
348,China,Mianyang,2021,35.8,Good
348,China,Mianyang,2022,34.5,Good
351,China,Wuhu,2017,48.2,Good
351,China,Wuhu,2018,48.8,Good
351,China,Wuhu,2019,44.4,Good
351,China,Wuhu,2020,35.9,Good
351,China,Wuhu,2021,34,Good
351,China,Wuhu,2022,34.4,Good
355,China,Ezhou,2017,56.4,Moderate
355,China,Ezhou,2018,44.9,Good
355,China,Ezhou,2019,42.5,Good
355,China,Ezhou,2020,37.8,Good
355,China,Ezhou,2021,37.4,Good
355,China,Ezhou,2022,34.3,Good
358,India,Nashik,2017,47.2,Good
358,India,Nashik,2018,39.8,Good
358,India,Nashik,2019,39.3,Good
358,India,Nashik,2020,32.8,Good
358,India,Nashik,2021,40.7,Good
358,India,Nashik,2022,34.3,Good
360,China,Anqing,2017,56.6,Moderate
360,China,Anqing,2018,45.4,Good
360,China,Anqing,2019,45.5,Good
360,China,Anqing,2020,34.9,Good
360,China,Anqing,2021,32.7,Good
360,China,Anqing,2022,34.2,Good
361,China,Jiujiang,2017,49.8,Good
361,China,Jiujiang,2018,46.5,Good
361,China,Jiujiang,2019,53.4,Moderate
361,China,Jiujiang,2020,41.8,Good
361,China,Jiujiang,2021,37.3,Good
361,China,Jiujiang,2022,34.2,Good
362,China,Zhuzhou,2017,50.2,NA
362,China,Zhuzhou,2018,42.3,Good
362,China,Zhuzhou,2019,46.3,Good
362,China,Zhuzhou,2020,36.7,Good
362,China,Zhuzhou,2021,39,Good
362,China,Zhuzhou,2022,34.2,Good
363,China,Langfang,2017,78.5,Moderate
363,China,Langfang,2018,55.8,Moderate
363,China,Langfang,2019,47.1,Good
363,China,Langfang,2020,43.3,Good
363,China,Langfang,2021,40.1,Good
363,China,Langfang,2022,34.1,Good
365,China,Loudi,2017,38.6,Good
365,China,Loudi,2018,30.6,Good
365,China,Loudi,2019,38.2,Good
365,China,Loudi,2020,32.1,Good
365,China,Loudi,2021,34.8,Good
365,China,Loudi,2022,34,Good
366,China,Harbin,2017,54.2,Moderate
366,China,Harbin,2018,36.4,Good
366,China,Harbin,2019,39.1,Good
366,China,Harbin,2020,43.6,Good
366,China,Harbin,2021,33.7,Good
366,China,Harbin,2022,33.9,Good
368,Chile,Padre las Casas,2017,38.8,Good
368,Chile,Padre las Casas,2018,43.3,Good
368,Chile,Padre las Casas,2019,32.5,Good
368,Chile,Padre las Casas,2020,28.6,Good
368,Chile,Padre las Casas,2021,37.2,Good
368,Chile,Padre las Casas,2022,33.8,Good
369,China,Maanshan,2017,48.4,Good
369,China,Maanshan,2018,43.8,Good
369,China,Maanshan,2019,42.3,Good
369,China,Maanshan,2020,35.8,Good
369,China,Maanshan,2021,34.6,Good
369,China,Maanshan,2022,33.8,Good
373,China,Luan,2017,46.7,Good
373,China,Luan,2018,44.9,Good
373,China,Luan,2019,41.9,Good
373,China,Luan,2020,37,Good
373,China,Luan,2021,32.6,Good
373,China,Luan,2022,33.6,Good
374,China,Yueyang,2017,47.9,Good
374,China,Yueyang,2018,43.4,Good
374,China,Yueyang,2019,42.6,Good
374,China,Yueyang,2020,36.6,Good
374,China,Yueyang,2021,35.7,Good
374,China,Yueyang,2022,33.6,Good
375,China,Shizuishan,2017,45.5,Good
375,China,Shizuishan,2018,40.4,Good
375,China,Shizuishan,2019,34.5,Good
375,China,Shizuishan,2020,36.1,Good
375,China,Shizuishan,2021,35.7,Good
375,China,Shizuishan,2022,33.6,Good
377,China,Tongling,2017,57.2,Moderate
377,China,Tongling,2018,47.1,Good
377,China,Tongling,2019,47.3,Good
377,China,Tongling,2020,34.9,Good
377,China,Tongling,2021,34.1,Good
377,China,Tongling,2022,33.5,Good
379,China,Jurong,2017,47.5,Good
379,China,Jurong,2018,50.7,NA
379,China,Jurong,2019,43.8,Good
379,China,Jurong,2020,37.3,Good
379,China,Jurong,2021,34.6,Good
379,China,Jurong,2022,33.5,Good
380,China,Fushun,2017,47.2,Good
380,China,Fushun,2018,41.2,Good
380,China,Fushun,2019,43,Good
380,China,Fushun,2020,43.3,Good
380,China,Fushun,2021,39.7,Good
380,China,Fushun,2022,33.5,Good
382,USA,Oakridge,2017,17.5,Good
382,USA,Oakridge,2018,10.5,Good
382,USA,Oakridge,2019,9.7,Good
382,USA,Oakridge,2020,13.3,Good
382,USA,Oakridge,2021,15.9,Good
382,USA,Oakridge,2022,33.5,Good
384,China,Liaoyang,2017,45.9,Good
384,China,Liaoyang,2018,37.6,Good
384,China,Liaoyang,2019,40.3,Good
384,China,Liaoyang,2020,40.5,Good
384,China,Liaoyang,2021,36.6,Good
384,China,Liaoyang,2022,33.4,Good
387,China,Huanggang,2017,48.9,Good
387,China,Huanggang,2018,40.8,Good
387,China,Huanggang,2019,41,Good
387,China,Huanggang,2020,35.8,Good
387,China,Huanggang,2021,33,Good
387,China,Huanggang,2022,33.2,Good
389,China,Tangshan,2017,84.7,Moderate
389,China,Tangshan,2018,63.5,Moderate
389,China,Tangshan,2019,52.6,Moderate
389,China,Tangshan,2020,46.8,Good
389,China,Tangshan,2021,43.2,Good
389,China,Tangshan,2022,33.1,Good
392,China,Changzhou,2017,46.8,Good
392,China,Changzhou,2018,50.3,NA
392,China,Changzhou,2019,44.7,Good
392,China,Changzhou,2020,38.7,Good
392,China,Changzhou,2021,36,Good
392,China,Changzhou,2022,33.1,Good
394,China,Dongying,2017,57.9,Moderate
394,China,Dongying,2018,47.4,Good
394,China,Dongying,2019,48.6,Good
394,China,Dongying,2020,45.7,Good
394,China,Dongying,2021,38.4,Good
394,China,Dongying,2022,33.1,Good
399,China,Chizhou,2017,60.4,Moderate
399,China,Chizhou,2018,43.7,Good
399,China,Chizhou,2019,42.4,Good
399,China,Chizhou,2020,33.6,Good
399,China,Chizhou,2021,30.6,Good
399,China,Chizhou,2022,32.8,Good
401,China,Taizhou,2017,50.7,NA
401,China,Taizhou,2018,47.9,Good
401,China,Taizhou,2019,45,Good
401,China,Taizhou,2020,36.7,Good
401,China,Taizhou,2021,34,Good
401,China,Taizhou,2022,32.8,Good
410,China,Shaoyang,2017,51.6,Moderate
410,China,Shaoyang,2018,44,Good
410,China,Shaoyang,2019,42.1,Good
410,China,Shaoyang,2020,37.3,Good
410,China,Shaoyang,2021,36.9,Good
410,China,Shaoyang,2022,32.5,Good
417,China,Hefei,2017,54.7,Moderate
417,China,Hefei,2018,47.2,Good
417,China,Hefei,2019,43.8,Good
417,China,Hefei,2020,36,Good
417,China,Hefei,2021,32.6,Good
417,China,Hefei,2022,32.4,Good
420,China,Huludao,2017,44.6,Good
420,China,Huludao,2018,41,Good
420,China,Huludao,2019,45.5,Good
420,China,Huludao,2020,41.7,Good
420,China,Huludao,2021,36.8,Good
420,China,Huludao,2022,32.2,Good
424,China,Huangshi,2017,55.2,Moderate
424,China,Huangshi,2018,41.7,Good
424,China,Huangshi,2019,40.6,Good
424,China,Huangshi,2020,35,Good
424,China,Huangshi,2021,33,Good
424,China,Huangshi,2022,32.1,Good
425,China,Yongzhou,2017,43.7,Good
425,China,Yongzhou,2018,46.1,Good
425,China,Yongzhou,2019,38.4,Good
425,China,Yongzhou,2020,32.9,Good
425,China,Yongzhou,2021,32.9,Good
425,China,Yongzhou,2022,32.1,Good
426,China,Yangzhou,2017,54.1,Moderate
426,China,Yangzhou,2018,48.2,Good
426,China,Yangzhou,2019,43,Good
426,China,Yangzhou,2020,35.6,Good
426,China,Yangzhou,2021,34.2,Good
426,China,Yangzhou,2022,32.1,Good
429,China,Xuancheng,2017,49.1,Good
429,China,Xuancheng,2018,43.2,Good
429,China,Xuancheng,2019,41.7,Good
429,China,Xuancheng,2020,32.7,Good
429,China,Xuancheng,2021,30.2,Good
429,China,Xuancheng,2022,32,Good
434,India,Tirupati,2017,34.5,Good
434,India,Tirupati,2018,31.3,Good
434,India,Tirupati,2019,26.4,Good
434,India,Tirupati,2020,24.4,Good
434,India,Tirupati,2021,28.8,Good
434,India,Tirupati,2022,31.9,Good
437,China,Shuozhou,2017,49.1,Good
437,China,Shuozhou,2018,41.8,Good
437,China,Shuozhou,2019,38.8,Good
437,China,Shuozhou,2020,38.6,Good
437,China,Shuozhou,2021,35,Good
437,China,Shuozhou,2022,31.8,Good
439,China,Neijiang,2017,47.6,Good
439,China,Neijiang,2018,36.8,Good
439,China,Neijiang,2019,35.2,Good
439,China,Neijiang,2020,34.1,Good
439,China,Neijiang,2021,35.9,Good
439,China,Neijiang,2022,31.7,Good
441,China,Hengyang,2017,47.8,Good
441,China,Hengyang,2018,41.3,Good
441,China,Hengyang,2019,42.1,Good
441,China,Hengyang,2020,35.3,Good
441,China,Hengyang,2021,35.9,Good
441,China,Hengyang,2022,31.5,Good
443,India,Bengaluru,2017,32.1,Good
443,India,Bengaluru,2018,34.5,Good
443,India,Bengaluru,2019,32.6,Good
443,India,Bengaluru,2020,27.5,Good
443,India,Bengaluru,2021,29,Good
443,India,Bengaluru,2022,31.5,Good
446,China,Qingyang,2017,35,Good
446,China,Qingyang,2018,33.1,Good
446,China,Qingyang,2019,31,Good
446,China,Qingyang,2020,29.1,Good
446,China,Qingyang,2021,26.8,Good
446,China,Qingyang,2022,31.4,Good
447,China,Shenyang,2017,48,Good
447,China,Shenyang,2018,39.3,Good
447,China,Shenyang,2019,41.6,Good
447,China,Shenyang,2020,40.8,Good
447,China,Shenyang,2021,37,Good
447,China,Shenyang,2022,31.4,Good
449,China,Ziyang,2017,27.7,Good
449,China,Ziyang,2018,38.3,Good
449,China,Ziyang,2019,33.5,Good
449,China,Ziyang,2020,29.5,Good
449,China,Ziyang,2021,28.2,Good
449,China,Ziyang,2022,31.3,Good
450,Ethiopia,Addis Ababa,2017,26.9,Good
450,Ethiopia,Addis Ababa,2018,27.1,Good
450,Ethiopia,Addis Ababa,2019,20.1,Good
450,Ethiopia,Addis Ababa,2020,14.7,Good
450,Ethiopia,Addis Ababa,2021,23.9,Good
450,Ethiopia,Addis Ababa,2022,31.3,Good
452,China,Yinchuan,2017,46.3,Good
452,China,Yinchuan,2018,39.3,Good
452,China,Yinchuan,2019,31,Good
452,China,Yinchuan,2020,34.5,Good
452,China,Yinchuan,2021,29.9,Good
452,China,Yinchuan,2022,31.1,Good
455,China,Jiuquan,2017,34.5,Good
455,China,Jiuquan,2018,33.3,Good
455,China,Jiuquan,2019,27.6,Good
455,China,Jiuquan,2020,30.1,Good
455,China,Jiuquan,2021,31,Good
455,China,Jiuquan,2022,30.9,Good
456,China,Chuzhou,2017,55.2,Moderate
456,China,Chuzhou,2018,49.7,Good
456,China,Chuzhou,2019,48.4,Good
456,China,Chuzhou,2020,39.3,Good
456,China,Chuzhou,2021,33.8,Good
456,China,Chuzhou,2022,30.8,Good
458,China,Liaoyuan,2017,48.5,Good
458,China,Liaoyuan,2018,35.6,Good
458,China,Liaoyuan,2019,37.6,Good
458,China,Liaoyuan,2020,38.9,Good
458,China,Liaoyuan,2021,32.6,Good
458,China,Liaoyuan,2022,30.8,Good
463,China,Tieling,2017,48.4,Good
463,China,Tieling,2018,38.2,Good
463,China,Tieling,2019,40,Good
463,China,Tieling,2020,38.4,Good
463,China,Tieling,2021,33.8,Good
463,China,Tieling,2022,30.6,Good
464,Mongolia,Ulaanbaatar,2017,66.5,Moderate
464,Mongolia,Ulaanbaatar,2018,58.5,Moderate
464,Mongolia,Ulaanbaatar,2019,62,Moderate
464,Mongolia,Ulaanbaatar,2020,46.6,Good
464,Mongolia,Ulaanbaatar,2021,33.8,Good
464,Mongolia,Ulaanbaatar,2022,30.6,Good
467,China,Bayan Nur,2017,34.2,Good
467,China,Bayan Nur,2018,33.5,Good
467,China,Bayan Nur,2019,32.2,Good
467,China,Bayan Nur,2020,34.2,Good
467,China,Bayan Nur,2021,27.1,Good
467,China,Bayan Nur,2022,30.4,Good
472,South Korea,Cheonan,2017,27.7,Good
472,South Korea,Cheonan,2018,25.4,Good
472,South Korea,Cheonan,2019,29.4,Good
472,South Korea,Cheonan,2020,23.9,Good
472,South Korea,Cheonan,2021,28.1,Good
472,South Korea,Cheonan,2022,30.3,Good
474,China,Wuhai,2017,43.7,Good
474,China,Wuhai,2018,40.5,Good
474,China,Wuhai,2019,31.3,Good
474,China,Wuhai,2020,33.7,Good
474,China,Wuhai,2021,30.4,Good
474,China,Wuhai,2022,30.2,Good
475,China,Dazhou,2017,48.6,Good
475,China,Dazhou,2018,44.7,Good
475,China,Dazhou,2019,45.3,Good
475,China,Dazhou,2020,37.6,Good
475,China,Dazhou,2021,37.4,Good
475,China,Dazhou,2022,30.2,Good
477,China,Xingbin Qu,2017,48.1,Good
477,China,Xingbin Qu,2018,39.5,Good
477,China,Xingbin Qu,2019,35.2,Good
477,China,Xingbin Qu,2020,30.4,Good
477,China,Xingbin Qu,2021,34,Good
477,China,Xingbin Qu,2022,30.1,Good
478,China,Shiyan,2017,42,Good
478,China,Shiyan,2018,40.2,Good
478,China,Shiyan,2019,36.5,Good
478,China,Shiyan,2020,30.5,Good
478,China,Shiyan,2021,28.3,Good
478,China,Shiyan,2022,30.1,Good
481,China,Zhangye,2017,28.8,Good
481,China,Zhangye,2018,36.9,Good
481,China,Zhangye,2019,31.8,Good
481,China,Zhangye,2020,34.3,Good
481,China,Zhangye,2021,31.7,Good
481,China,Zhangye,2022,30,Good
482,China,Anshan,2017,43.8,Good
482,China,Anshan,2018,34.9,Good
482,China,Anshan,2019,39.2,Good
482,China,Anshan,2020,40.7,Good
482,China,Anshan,2021,36.2,Good
482,China,Anshan,2022,30,Good
483,China,Shaoxing,2017,44.3,Good
483,China,Shaoxing,2018,40.5,Good
483,China,Shaoxing,2019,38.1,Good
483,China,Shaoxing,2020,28.5,Good
483,China,Shaoxing,2021,27.7,Good
483,China,Shaoxing,2022,30,Good
489,China,Beijing,2017,58.8,Moderate
489,China,Beijing,2018,50.9,NA
489,China,Beijing,2019,42.1,Good
489,China,Beijing,2020,37.5,Good
489,China,Beijing,2021,34.4,Good
489,China,Beijing,2022,29.8,Good
490,China,Dingxi,2017,39.2,Good
490,China,Dingxi,2018,40.3,Good
490,China,Dingxi,2019,27.4,Good
490,China,Dingxi,2020,25.7,Good
490,China,Dingxi,2021,25.8,Good
490,China,Dingxi,2022,29.8,Good
492,China,Linxia,2017,45.8,Good
492,China,Linxia,2018,45.8,Good
492,China,Linxia,2019,30.8,Good
492,China,Linxia,2020,29,Good
492,China,Linxia,2021,30.7,Good
492,China,Linxia,2022,29.7,Good
495,China,Suining,2017,38.7,Good
495,China,Suining,2018,35.3,Good
495,China,Suining,2019,31,Good
495,China,Suining,2020,28.4,Good
495,China,Suining,2021,30,Good
495,China,Suining,2022,29.6,Good
497,China,Nanchang,2017,40.9,Good
497,China,Nanchang,2018,28.4,Good
497,China,Nanchang,2019,34.9,Good
497,China,Nanchang,2020,32.5,Good
497,China,Nanchang,2021,30.7,Good
497,China,Nanchang,2022,29.4,Good
500,China,Liuzhou,2017,43.6,Good
500,China,Liuzhou,2018,39.4,Good
500,China,Liuzhou,2019,34.4,Good
500,China,Liuzhou,2020,28.9,Good
500,China,Liuzhou,2021,31.3,Good
500,China,Liuzhou,2022,29.3,Good
501,China,Xining,2017,38,Good
501,China,Xining,2018,41.7,Good
501,China,Xining,2019,33.3,Good
501,China,Xining,2020,33,Good
501,China,Xining,2021,32.2,Good
501,China,Xining,2022,29.3,Good
502,China,Ya'an,2017,49.2,Good
502,China,Ya'an,2018,40.7,Good
502,China,Ya'an,2019,32.3,Good
502,China,Ya'an,2020,26.6,Good
502,China,Ya'an,2021,28.3,Good
502,China,Ya'an,2022,29.3,Good
506,China,Baiyin,2017,37.3,Good
506,China,Baiyin,2018,37.7,Good
506,China,Baiyin,2019,31.1,Good
506,China,Baiyin,2020,28.7,Good
506,China,Baiyin,2021,31.8,Good
506,China,Baiyin,2022,29.2,Good
507,China,Pingliang,2017,31.8,Good
507,China,Pingliang,2018,36.9,Good
507,China,Pingliang,2019,24.8,Good
507,China,Pingliang,2020,21.8,Good
507,China,Pingliang,2021,19.6,Good
507,China,Pingliang,2022,29.2,Good
508,China,Rizhao,2017,46.8,Good
508,China,Rizhao,2018,41.6,Good
508,China,Rizhao,2019,46.2,Good
508,China,Rizhao,2020,37.5,Good
508,China,Rizhao,2021,32.7,Good
508,China,Rizhao,2022,29.2,Good
509,China,Huzhou,2017,41.1,Good
509,China,Huzhou,2018,35.1,Good
509,China,Huzhou,2019,32.2,Good
509,China,Huzhou,2020,26.2,Good
509,China,Huzhou,2021,25.3,Good
509,China,Huzhou,2022,29.2,Good
510,China,Changzhou Qu,2017,45.4,Good
510,China,Changzhou Qu,2018,40.9,Good
510,China,Changzhou Qu,2019,33.4,Good
510,China,Changzhou Qu,2020,30.5,Good
510,China,Changzhou Qu,2021,30.1,Good
510,China,Changzhou Qu,2022,29.1,Good
511,China,Lianyungang,2017,45,Good
511,China,Lianyungang,2018,43.4,Good
511,China,Lianyungang,2019,42.1,Good
511,China,Lianyungang,2020,36.1,Good
511,China,Lianyungang,2021,32.2,Good
511,China,Lianyungang,2022,29.1,Good
514,China,Hangzhou,2017,43.6,Good
514,China,Hangzhou,2018,38.1,Good
514,China,Hangzhou,2019,37.4,Good
514,China,Hangzhou,2020,29,Good
514,China,Hangzhou,2021,27.4,Good
514,China,Hangzhou,2022,29,Good
520,China,Panjin,2017,39.4,Good
520,China,Panjin,2018,36.1,Good
520,China,Panjin,2019,38.7,Good
520,China,Panjin,2020,34,Good
520,China,Panjin,2021,33.1,Good
520,China,Panjin,2022,28.9,Good
521,China,Yingkou,2017,41.6,Good
521,China,Yingkou,2018,38.4,Good
521,China,Yingkou,2019,41.2,Good
521,China,Yingkou,2020,40.2,Good
521,China,Yingkou,2021,35,Good
521,China,Yingkou,2022,28.9,Good
530,China,Jiujiang,2017,46.3,Good
530,China,Jiujiang,2018,40.2,Good
530,China,Jiujiang,2019,43.9,Good
530,China,Jiujiang,2020,36.6,Good
530,China,Jiujiang,2021,31.1,Good
530,China,Jiujiang,2022,28.6,Good
531,Italy,Milano,2017,27.8,Good
531,Italy,Milano,2018,22.1,Good
531,Italy,Milano,2019,23.3,Good
531,Italy,Milano,2020,28.4,Good
531,Italy,Milano,2021,22.9,Good
531,Italy,Milano,2022,28.6,Good
535,China,Jimo,2017,41.7,Good
535,China,Jimo,2018,32.8,Good
535,China,Jimo,2019,44,Good
535,China,Jimo,2020,38.6,Good
535,China,Jimo,2021,34.8,Good
535,China,Jimo,2022,28.5,Good
538,China,Suzhou,2017,41.5,Good
538,China,Suzhou,2018,40.3,Good
538,China,Suzhou,2019,37.7,Good
538,China,Suzhou,2020,32.3,Good
538,China,Suzhou,2021,28.6,Good
538,China,Suzhou,2022,28.4,Good
543,China,Jiayuguan,2017,23,Good
543,China,Jiayuguan,2018,28.1,Good
543,China,Jiayuguan,2019,26.5,Good
543,China,Jiayuguan,2020,29.5,Good
543,China,Jiayuguan,2021,29.3,Good
543,China,Jiayuguan,2022,28.3,Good
545,South Korea,Asan,2017,26.8,Good
545,South Korea,Asan,2018,26,Good
545,South Korea,Asan,2019,31,Good
545,South Korea,Asan,2020,25.1,Good
545,South Korea,Asan,2021,27.4,Good
545,South Korea,Asan,2022,28.3,Good
548,China,Baise,2017,42.3,Good
548,China,Baise,2018,35.7,Good
548,China,Baise,2019,29.3,Good
548,China,Baise,2020,27.4,Good
548,China,Baise,2021,29.4,Good
548,China,Baise,2022,28.2,Good
551,China,Benxi,2017,38.3,Good
551,China,Benxi,2018,31.6,Good
551,China,Benxi,2019,35.1,Good
551,China,Benxi,2020,33.8,Good
551,China,Benxi,2021,28.8,Good
551,China,Benxi,2022,28.1,Good
556,China,Wuxi,2017,45.1,Good
556,China,Wuxi,2018,42.8,Good
556,China,Wuxi,2019,39.9,Good
556,China,Wuxi,2020,34,Good
556,China,Wuxi,2021,29.8,Good
556,China,Wuxi,2022,28,Good
557,China,Changchun,2017,44.5,Good
557,China,Changchun,2018,32.2,Good
557,China,Changchun,2019,36.7,Good
557,China,Changchun,2020,40.4,Good
557,China,Changchun,2021,31.2,Good
557,China,Changchun,2022,28,Good
558,China,Huangnan,2017,32.9,Good
558,China,Huangnan,2018,29.2,Good
558,China,Huangnan,2019,22.6,Good
558,China,Huangnan,2020,23.6,Good
558,China,Huangnan,2021,25,Good
558,China,Huangnan,2022,28,Good
559,China,Yiwu,2017,38.3,Good
559,China,Yiwu,2018,33.7,Good
559,China,Yiwu,2019,34,Good
559,China,Yiwu,2020,27,Good
559,China,Yiwu,2021,25.9,Good
559,China,Yiwu,2022,28,Good
562,China,Qinhuangdao,2017,50,Good
562,China,Qinhuangdao,2018,43.9,Good
562,China,Qinhuangdao,2019,43.6,Good
562,China,Qinhuangdao,2020,37.4,Good
