"Time","Alor.Gajah","Alor.Setar","Balik.Pulau","Balok.Baru.Kuantan","Bandaraya.Melaka","Banting","Batu.Muda","Batu.Pahat","Besut","Bintulu","Bukit.Rambai","Cheras","Indera.Mahkota.Kuantan","Jerantut","Kangar","Kapit","Kemaman","Keningau","Kimanis","Klang","Kluang","Kota.Bharu","Kota.Kinabalu","Kota.Tinggi","Kuala.Selangor","Kuala.Terengganu","Kuching","Kulim","Labuan","Langkawi","Larkin","Limbang","Minden","Miri","Muar","Mukah","Nilai","Paka","Pasir.Gudang","Pegoh.Ipoh","Pengerang","Petaling.Jaya","Port.Dickson","Putrajaya","Rompin","Samalaju","Samarahan","Sandakan","Sarikei","Seberang.Jaya","Seberang.Perai","Segamat","Seremban","Seri.Manjung","Shah.Alam","Sibu","Sri.Aman","Sungai.Petani","Taiping","Tanah.Merah","Tangkak","Tanjung.Malim","Tasek.Ipoh","Tawau","Temerloh"
2022-01-27 16:00:00,55,59,71,59,55,60,70,53,61,45,60,73,55,55,56,32,56,53,37,78,53,61,36,37,74,63,39,62,40,57,57,32,67,42,NA,20,65,53,57,67,53,78,63,64,51,51,34,58,64,75,66,52,54,69,79,18,32,71,67,70,57,56,65,43,57
2022-01-27 17:00:00,55,58,71,59,55,60,70,53,60,45,60,71,54,54,56,31,56,54,35,78,53,61,36,38,75,63,38,62,38,56,58,31,68,41,NA,20,65,53,57,67,53,78,63,63,51,49,35,58,63,75,67,52,54,69,79,20,33,71,66,70,57,55,64,40,57
2022-01-27 18:00:00,55,56,72,59,55,64,70,54,60,44,61,70,54,54,56,30,56,53,33,78,54,61,36,38,75,63,36,62,39,56,58,31,67,41,NA,20,65,53,57,66,53,79,63,63,51,45,33,58,63,76,67,52,55,69,78,22,33,71,66,70,57,55,64,38,57
2022-01-27 19:00:00,54,55,72,59,55,71,70,54,60,42,61,70,54,54,55,30,56,52,31,78,52,61,34,39,75,62,36,62,39,56,57,30,67,41,NA,22,66,52,57,66,53,79,64,63,52,44,33,58,62,75,67,52,55,70,79,23,33,71,65,70,57,55,64,40,57
2022-01-27 20:00:00,55,56,74,59,56,64,69,54,60,40,61,69,55,55,57,29,56,52,30,79,52,60,34,38,76,62,37,61,38,56,57,29,67,41,NA,22,66,52,57,66,53,79,65,64,50,44,35,57,62,74,68,52,55,69,79,24,39,71,67,70,57,55,64,42,57
2022-01-27 21:00:00,55,57,74,59,56,65,69,54,59,40,62,69,54,55,56,32,56,50,29,79,52,60,36,38,75,62,37,61,36,56,58,28,67,39,NA,22,66,52,57,66,54,79,65,64,50,43,33,57,62,75,69,52,56,68,79,27,40,69,67,70,57,55,64,42,56
2022-01-27 22:00:00,55,57,73,59,58,66,69,54,59,41,62,69,54,55,55,32,56,47,27,79,52,60,36,38,75,61,37,61,34,56,58,27,67,39,NA,22,66,51,57,66,54,79,65,64,50,42,34,56,62,73,70,52,55,67,79,30,42,68,66,71,58,54,65,41,56
2022-01-27 23:00:00,55,57,73,59,58,68,67,54,59,41,61,68,55,54,55,31,55,44,27,80,53,60,36,39,74,62,38,61,33,57,59,26,67,40,NA,22,64,51,57,66,54,79,64,64,51,40,32,56,62,73,69,52,55,66,79,32,42,68,65,69,58,54,66,41,56
2022-01-28,55,57,72,59,57,69,67,54,58,42,60,68,54,54,55,32,55,43,25,80,52,60,33,39,74,64,37,61,31,57,59,25,66,39,NA,21,65,50,57,66,54,80,65,63,51,40,32,56,62,72,70,52,55,66,80,32,42,67,64,69,57,54,66,41,56
2022-01-28 01:00:00,55,57,70,57,57,70,67,54,58,43,60,68,53,54,55,31,55,40,25,82,53,61,33,40,73,65,37,61,31,57,60,25,65,38,NA,21,64,51,57,66,54,80,64,62,52,39,31,56,62,71,69,52,55,65,81,33,42,67,64,68,57,54,66,40,56
2022-01-28 02:00:00,55,57,71,55,57,71,67,54,58,44,60,69,52,54,54,32,55,38,24,81,53,61,33,40,71,65,35,61,29,57,60,23,65,37,NA,19,64,49,57,66,54,81,64,62,52,38,31,55,62,71,69,52,55,64,81,35,42,66,63,69,57,54,66,41,56
2022-01-28 03:00:00,55,57,70,54,57,72,67,54,57,43,59,68,52,54,54,33,55,38,23,81,53,62,33,41,69,66,35,61,29,57,61,23,65,37,NA,20,64,48,57,65,54,82,65,62,52,35,32,55,63,70,69,52,55,63,81,35,43,66,62,69,57,54,67,42,56
2022-01-28 04:00:00,54,56,71,54,57,72,67,55,57,37,58,69,52,54,53,33,55,36,22,81,53,62,34,41,68,65,36,62,29,57,62,23,65,38,NA,19,64,47,56,65,54,82,66,63,52,33,31,54,63,70,69,52,55,63,81,36,43,66,62,69,58,53,68,42,56
2022-01-28 05:00:00,54,56,70,55,56,73,67,55,57,35,57,68,52,54,54,34,53,35,23,82,53,63,36,39,66,65,35,62,27,57,62,23,65,38,NA,18,64,48,56,65,54,83,65,63,51,32,31,54,63,80,70,52,55,63,82,36,42,67,61,69,58,53,68,41,56
2022-01-28 06:00:00,54,57,69,55,57,73,67,55,56,36,57,68,52,54,54,33,52,34,23,83,53,63,37,40,65,64,37,62,27,57,63,22,64,38,NA,18,64,48,55,65,54,83,65,64,51,31,32,53,63,81,70,52,55,62,82,36,42,69,61,68,58,53,68,41,56
2022-01-28 07:00:00,54,57,69,55,56,73,67,55,56,37,57,67,51,54,54,34,52,33,21,83,53,64,37,40,64,63,37,62,27,57,63,22,63,38,NA,17,64,48,55,65,54,83,64,65,50,30,32,53,64,81,70,52,56,61,82,36,42,71,61,68,58,52,68,42,56
2022-01-28 08:00:00,54,57,68,56,56,73,67,54,56,37,57,67,52,54,54,33,52,31,22,84,53,64,37,40,63,63,37,62,27,57,63,22,63,38,NA,17,64,46,55,65,54,82,64,65,49,30,NA,52,64,82,69,52,56,60,83,36,41,72,61,68,58,52,67,41,56
2022-01-28 09:00:00,54,57,68,56,56,73,69,53,56,39,57,67,51,54,54,33,51,28,21,85,53,64,38,40,63,62,38,63,27,57,63,21,63,37,NA,17,63,45,54,65,54,82,63,66,50,30,NA,51,64,81,69,52,56,60,82,36,40,73,61,67,58,52,67,40,56
2022-01-28 10:00:00,53,57,65,56,56,73,69,52,56,39,56,66,49,55,54,32,52,26,20,85,52,64,38,39,62,62,37,63,26,57,63,20,62,37,NA,18,63,42,54,64,53,81,63,65,50,31,NA,49,64,81,69,52,56,59,80,34,41,73,60,67,58,52,66,39,55
2022-01-28 11:00:00,53,58,65,55,56,73,68,51,56,41,56,65,50,55,54,32,52,25,20,86,52,64,37,38,61,62,38,63,25,57,62,19,62,36,NA,19,63,41,53,64,53,80,63,64,50,31,NA,49,64,81,69,51,57,58,79,34,42,74,57,66,58,52,66,39,55
2022-01-28 12:00:00,53,58,65,55,56,72,68,51,56,42,55,64,49,55,55,32,52,24,20,86,51,65,36,38,62,62,37,63,23,57,62,19,62,36,NA,20,63,43,53,65,52,80,63,64,49,32,NA,48,64,81,69,50,57,57,80,35,41,73,56,66,58,53,66,40,55
2022-01-28 13:00:00,52,58,64,55,56,72,69,50,57,42,55,64,49,56,54,32,52,23,18,86,51,65,35,38,62,62,36,64,22,57,62,18,62,35,NA,20,63,43,53,65,52,81,63,64,47,31,NA,47,63,79,69,49,58,56,80,37,41,73,56,66,57,53,65,39,55
2022-01-28 14:00:00,52,57,63,54,56,72,69,50,57,43,54,63,50,55,55,30,53,23,18,86,52,66,34,38,63,62,35,63,21,58,61,18,62,34,NA,21,63,43,53,65,52,81,62,64,47,29,NA,45,63,78,69,48,58,56,81,39,41,72,57,66,57,53,65,38,55
2022-01-28 15:00:00,52,57,63,53,56,73,70,50,58,44,55,63,51,54,55,31,53,22,17,87,52,66,32,37,63,62,35,63,19,58,61,17,63,34,NA,22,63,44,53,65,52,81,62,65,48,27,NA,43,63,78,69,48,58,55,80,40,41,72,57,66,57,54,65,36,55
2022-01-28 16:00:00,52,57,63,53,56,73,70,50,58,44,56,64,51,54,55,32,53,22,16,88,52,66,31,37,63,62,34,62,18,58,61,16,63,33,NA,22,63,44,53,66,52,81,62,64,48,28,NA,40,63,76,70,47,58,55,80,40,40,72,57,66,57,54,65,36,55
2022-01-28 17:00:00,53,58,63,53,56,74,70,50,58,44,56,64,52,54,55,33,53,21,16,89,52,66,31,36,63,63,35,62,18,57,60,15,63,33,NA,23,63,45,53,66,52,81,62,64,47,28,NA,39,63,76,69,48,58,55,82,40,40,71,58,66,56,55,66,36,55
2022-01-28 18:00:00,53,58,63,54,56,74,71,50,58,45,56,74,52,54,55,34,53,21,16,90,53,67,30,36,65,63,35,63,20,57,60,15,64,32,NA,24,63,46,54,67,52,81,62,64,47,29,NA,38,63,76,69,50,58,55,83,40,41,71,60,66,57,55,67,36,55
2022-01-28 19:00:00,53,58,62,54,56,74,71,49,58,45,56,71,52,55,56,34,53,26,16,90,53,69,30,35,65,63,34,63,19,57,60,15,64,31,NA,23,63,46,54,67,52,81,61,67,48,29,NA,36,64,76,69,52,58,55,83,40,44,71,61,67,56,55,67,33,55
2022-01-28 20:00:00,53,58,62,54,56,72,71,49,58,46,56,64,52,55,55,34,52,30,18,89,53,69,30,35,65,64,32,63,19,57,60,15,64,31,NA,25,63,47,54,67,52,81,60,63,48,29,NA,35,64,78,68,53,57,56,84,42,40,70,59,67,56,56,67,31,55
2022-01-28 21:00:00,53,58,62,54,56,69,70,51,59,47,55,64,52,56,55,33,52,35,18,89,54,70,28,35,66,64,31,63,22,57,60,17,64,34,NA,26,63,47,53,68,51,81,60,63,48,30,NA,35,64,77,67,54,56,56,83,39,39,72,60,67,56,56,67,31,55
2022-01-28 22:00:00,54,58,63,54,55,68,69,52,60,48,55,64,52,55,56,32,52,39,17,89,54,70,29,34,67,65,31,64,27,57,60,17,64,37,NA,27,63,47,53,69,50,81,60,62,45,31,NA,34,64,79,66,54,56,57,84,40,40,74,60,66,56,57,67,32,55
2022-01-28 23:00:00,54,58,65,54,54,68,69,52,60,47,56,64,52,56,56,32,53,40,17,88,53,70,29,34,68,64,32,64,32,57,60,18,63,38,NA,27,62,48,53,70,49,81,60,62,44,31,NA,34,64,79,67,54,57,58,84,39,41,75,61,67,56,57,69,32,55
2022-01-29,55,59,65,55,55,67,69,52,60,47,56,63,52,56,56,30,53,40,17,88,54,71,31,33,69,65,33,64,37,58,59,18,64,42,NA,28,62,49,53,70,48,80,59,62,41,34,NA,34,64,80,68,54,57,59,83,39,43,78,62,67,56,58,69,32,56
2022-01-29 01:00:00,55,59,66,56,56,66,69,50,60,44,57,63,52,57,56,31,53,42,16,87,54,74,31,32,70,64,33,64,39,58,58,19,64,45,NA,28,63,48,53,70,47,80,59,62,39,35,NA,32,65,81,68,54,57,60,83,40,45,84,63,68,56,58,70,32,56
2022-01-29 02:00:00,56,60,65,56,57,65,69,51,60,43,57,62,52,57,57,31,53,42,16,87,54,76,31,31,71,64,33,64,41,58,58,19,64,47,NA,29,63,48,53,70,47,79,59,62,41,36,NA,32,64,82,69,54,57,61,82,40,45,88,64,68,56,58,71,30,56
2022-01-29 03:00:00,56,61,65,57,57,65,69,51,61,42,57,62,50,57,57,32,52,42,18,86,53,77,32,30,72,63,33,65,43,58,58,19,64,49,NA,28,63,48,53,70,47,77,59,62,46,37,NA,31,64,84,70,54,57,63,82,40,45,91,64,68,56,58,70,30,56
2022-01-29 04:00:00,56,62,65,57,57,65,68,51,61,42,57,61,49,57,58,32,52,42,19,85,53,79,31,30,73,63,34,65,45,59,57,19,64,49,NA,28,63,48,53,70,47,76,59,61,51,37,35,31,64,86,71,54,57,64,81,41,45,92,65,68,55,58,70,29,56
2022-01-29 05:00:00,56,63,65,57,57,65,67,51,62,41,58,60,49,58,58,34,51,42,18,84,53,80,29,30,74,63,34,65,46,59,57,19,64,50,NA,29,63,47,53,71,46,75,60,60,53,37,35,30,64,77,71,55,57,65,81,42,45,93,65,68,55,59,71,28,56
2022-01-29 06:00:00,56,63,66,57,57,65,67,50,62,40,58,60,47,58,58,34,51,43,18,83,53,81,29,28,75,64,35,65,47,59,57,19,65,51,NA,30,63,47,53,71,46,74,60,60,55,37,35,31,64,78,71,55,57,67,81,41,44,92,65,68,55,59,71,28,57
2022-01-29 07:00:00,56,63,67,56,57,65,67,51,62,43,58,60,47,58,59,39,51,43,18,83,53,81,30,28,76,64,35,66,47,59,56,19,66,51,NA,30,63,46,53,71,45,74,60,59,58,38,34,31,64,79,73,55,57,68,81,41,45,91,66,68,55,59,71,29,57
2022-01-29 08:00:00,56,63,68,56,57,65,66,52,62,43,58,59,47,59,59,41,52,45,18,83,52,81,29,28,76,64,34,66,47,60,56,19,67,52,NA,31,64,46,52,71,46,73,62,59,61,38,34,30,64,80,74,56,57,69,81,42,46,91,66,68,54,59,73,30,57
2022-01-29 09:00:00,56,64,69,56,57,66,65,52,63,40,58,59,48,58,60,41,52,46,18,83,52,81,26,27,76,64,33,66,48,61,56,20,68,52,NA,32,64,46,53,71,46,73,62,58,70,39,33,31,65,82,75,56,58,70,81,42,47,91,66,69,54,59,74,30,56
2022-01-29 10:00:00,56,64,72,56,57,67,64,53,63,38,58,58,47,58,60,42,50,48,18,83,52,81,26,28,76,64,33,67,48,61,56,20,71,52,NA,33,64,46,53,72,49,73,62,58,76,42,34,32,65,84,75,56,58,70,81,44,45,91,66,69,54,59,74,31,57
2022-01-29 11:00:00,56,64,72,56,57,68,65,54,64,38,58,59,47,58,60,42,48,48,19,84,52,81,27,28,77,64,32,67,50,61,56,21,71,53,NA,32,65,45,53,72,49,73,63,59,76,45,35,31,65,84,74,56,58,71,82,43,45,92,66,70,55,60,74,31,58
2022-01-29 12:00:00,56,64,72,56,57,68,65,54,64,38,58,59,47,58,60,42,47,47,19,83,52,80,27,27,76,64,32,67,50,61,56,20,72,53,NA,31,65,44,53,72,49,75,63,59,77,45,35,31,65,84,74,56,59,72,83,43,46,92,67,70,54,59,74,30,58
2022-01-29 13:00:00,57,65,72,57,57,68,66,54,64,39,59,59,46,59,60,42,46,47,18,83,52,80,27,27,76,63,31,67,51,61,56,21,71,54,NA,31,65,42,53,72,48,78,64,59,77,45,36,31,64,86,75,56,59,73,82,42,46,92,67,71,55,58,75,29,58
2022-01-29 14:00:00,57,65,74,56,57,69,66,54,64,40,59,61,45,60,61,43,45,46,19,82,52,80,28,27,76,63,31,67,52,62,57,21,72,54,NA,31,65,42,53,72,48,78,64,59,76,47,35,32,64,88,75,57,59,73,83,41,46,93,67,72,55,58,75,30,58
2022-01-29 15:00:00,57,66,74,57,57,69,65,55,63,40,60,60,44,59,61,44,44,48,19,81,52,79,28,26,75,63,32,68,52,62,57,22,72,54,NA,29,66,40,53,73,48,78,64,60,76,48,36,33,64,88,75,57,60,74,84,40,46,94,67,72,56,59,75,31,58
2022-01-29 16:00:00,58,66,74,57,57,69,65,55,64,41,60,60,45,60,61,43,43,47,20,79,52,79,29,25,74,63,32,69,53,62,57,23,72,54,NA,31,67,39,52,73,47,77,65,60,76,49,36,33,64,89,76,56,60,74,84,41,46,95,67,72,56,59,75,32,58
2022-01-29 17:00:00,58,66,74,57,57,69,66,55,64,42,60,61,42,60,61,43,43,48,20,78,52,79,29,25,74,63,33,71,53,62,59,24,72,54,NA,30,67,38,52,73,46,78,67,61,75,51,38,34,64,89,76,56,61,74,81,40,47,95,67,72,56,58,75,32,58
2022-01-29 18:00:00,58,66,75,57,57,80,66,55,64,42,60,62,41,60,61,43,43,49,19,77,51,78,30,25,73,62,34,72,53,63,66,24,71,54,NA,30,68,37,52,74,45,79,80,64,75,52,38,34,64,90,76,56,60,75,80,40,47,94,67,72,56,59,76,33,59
2022-01-29 19:00:00,57,66,76,57,57,90,67,56,64,43,60,62,41,60,61,44,44,44,20,77,50,76,31,25,73,62,35,72,53,63,67,25,71,57,NA,30,68,36,51,75,44,80,87,74,79,52,37,36,64,89,76,55,61,75,79,42,48,95,67,72,57,59,76,34,59
2022-01-29 20:00:00,56,66,75,57,58,87,66,56,64,44,60,61,40,60,62,45,44,40,20,77,49,76,30,25,73,61,36,73,54,63,68,24,71,57,NA,28,67,35,50,76,43,80,84,71,82,52,37,36,63,89,76,55,61,75,78,41,51,94,66,71,57,58,77,38,59
2022-01-29 21:00:00,55,66,74,58,60,73,66,57,64,44,59,61,39,59,63,44,44,36,19,77,48,76,33,25,73,61,37,74,53,63,68,24,71,56,NA,27,67,34,49,75,43,79,74,62,83,52,36,34,63,91,76,54,60,76,76,43,52,94,66,71,57,57,77,39,59
2022-01-29 22:00:00,54,66,74,58,61,73,67,57,64,43,59,61,40,59,63,47,44,33,20,77,47,76,33,25,73,61,35,74,52,63,69,24,72,56,NA,28,66,33,50,74,43,79,64,62,84,52,36,34,62,90,77,54,60,76,74,45,53,93,65,71,57,57,76,39,59
2022-01-29 23:00:00,53,67,72,57,61,73,67,57,64,43,59,61,39,59,63,48,43,31,20,76,46,76,33,25,73,62,34,74,47,63,69,24,72,55,NA,28,66,33,50,74,42,79,64,62,84,51,35,34,62,91,76,53,60,75,73,45,53,92,65,70,58,57,75,39,59
2022-01-30,52,67,72,56,61,73,66,57,64,43,58,60,38,59,65,49,43,31,20,75,45,76,33,25,73,63,34,75,44,63,70,25,73,55,NA,27,65,33,50,74,42,79,64,62,85,50,34,32,61,91,75,53,60,74,72,46,53,91,64,70,58,57,75,39,58
2022-01-30 01:00:00,52,67,72,55,61,73,65,57,65,43,58,60,38,59,65,49,41,30,20,75,45,74,34,24,72,63,35,75,43,64,70,26,73,54,NA,28,65,32,50,74,43,78,64,62,86,50,33,31,61,91,75,53,60,74,70,44,53,87,64,70,58,56,74,40,58
2022-01-30 02:00:00,52,67,71,54,59,73,65,56,65,43,57,60,37,58,65,48,40,30,20,76,45,73,34,24,71,65,35,75,43,64,70,26,74,53,NA,28,65,32,49,74,43,78,63,62,85,49,33,31,61,90,74,53,60,74,69,45,53,84,63,70,58,56,73,40,57
2022-01-30 03:00:00,52,67,70,54,59,73,65,56,65,45,57,60,37,58,65,48,41,29,18,76,46,72,32,24,72,65,35,74,42,64,69,27,74,52,NA,28,64,33,48,75,43,78,63,62,84,50,32,32,60,89,74,53,60,74,68,46,54,84,63,70,58,56,74,39,57
2022-01-30 04:00:00,52,67,70,54,58,73,65,56,65,47,57,60,37,57,66,46,42,29,18,76,44,72,31,23,73,66,34,74,41,64,69,27,74,52,NA,29,64,35,49,75,44,77,62,61,84,50,33,33,61,87,74,52,60,73,67,48,54,84,63,71,58,56,74,39,57
2022-01-30 05:00:00,52,67,70,54,58,72,65,56,65,50,57,60,38,57,66,45,43,29,16,76,44,72,32,24,72,66,33,73,40,64,69,28,75,52,NA,28,64,37,49,76,44,77,62,62,84,50,33,35,60,87,73,52,60,73,66,50,55,84,63,71,59,56,75,40,57
2022-01-30 06:00:00,51,66,70,55,59,72,65,56,65,51,56,60,39,57,66,44,46,28,16,76,44,72,31,24,71,66,32,73,39,64,69,28,74,52,NA,28,63,37,48,76,46,78,62,62,84,50,33,36,60,86,73,52,60,73,65,51,55,84,62,71,59,55,74,40,57
2022-01-30 07:00:00,52,66,71,54,58,72,64,56,65,49,57,60,41,56,66,41,46,28,16,76,44,72,31,23,71,65,32,73,41,64,70,28,75,52,NA,27,63,39,47,76,47,78,62,61,97,50,34,39,60,86,73,51,59,73,64,52,56,83,62,72,60,55,74,39,57
2022-01-30 08:00:00,51,67,70,54,58,72,65,55,66,51,57,60,40,55,66,41,46,28,16,75,43,73,31,22,71,66,31,73,42,64,70,28,75,51,NA,27,64,40,46,76,46,77,61,62,160,51,33,40,59,86,73,51,59,73,63,52,55,83,62,72,60,55,73,40,57
2022-01-30 09:00:00,51,67,69,54,58,71,64,55,66,52,57,61,41,56,67,39,48,27,16,75,42,73,33,22,71,66,32,74,42,65,70,29,75,51,NA,26,64,40,45,76,47,77,61,61,163,51,34,41,59,85,74,50,59,73,61,52,55,83,62,72,60,55,72,41,57
2022-01-30 10:00:00,51,68,68,55,58,70,64,55,66,52,57,61,43,56,68,40,48,27,16,74,42,73,32,22,70,66,32,74,42,65,70,29,74,50,NA,26,63,41,44,75,47,76,61,61,162,49,35,40,58,84,73,50,59,74,60,52,55,83,62,72,60,55,72,41,55
2022-01-30 11:00:00,51,67,68,54,59,70,63,54,66,51,57,61,43,56,68,39,49,27,16,74,43,73,32,23,70,66,32,74,42,65,70,29,73,48,NA,25,63,41,44,76,47,76,60,61,163,47,35,40,58,84,73,52,59,73,61,52,55,83,61,73,61,55,72,42,54
2022-01-30 12:00:00,49,67,68,54,59,71,63,55,66,50,57,61,44,56,69,40,51,28,16,74,44,74,32,24,69,67,33,72,42,65,70,31,72,47,NA,26,63,42,44,75,48,75,60,61,163,47,35,41,59,84,73,51,59,73,61,52,55,82,61,73,61,55,72,43,55
2022-01-30 13:00:00,49,65,68,54,60,71,63,55,66,49,57,61,47,55,68,40,52,27,16,74,45,74,32,24,70,67,34,71,42,65,70,31,72,47,NA,28,64,45,44,74,49,71,60,61,163,47,36,41,59,83,72,51,59,72,60,53,56,82,60,73,61,54,71,43,55
2022-01-30 14:00:00,50,66,67,55,60,70,64,55,66,49,57,61,48,56,68,38,52,28,16,74,45,74,32,25,69,67,34,71,40,64,70,30,72,46,NA,27,64,47,44,73,50,71,61,61,163,45,38,40,59,83,72,52,59,72,60,53,56,81,59,72,61,54,71,43,55
2022-01-30 15:00:00,51,65,66,55,60,69,64,55,66,48,57,61,49,56,67,39,53,28,16,73,45,75,32,27,69,68,34,71,41,64,71,29,72,47,NA,29,64,50,45,73,50,72,61,60,163,46,37,39,59,83,72,52,59,72,59,53,56,80,59,72,61,54,70,44,56
2022-01-30 16:00:00,48,64,65,56,60,69,64,55,66,47,57,61,50,55,67,38,54,26,15,73,47,75,33,28,69,68,34,70,41,64,71,28,71,47,NA,27,63,51,46,71,51,72,60,59,163,44,38,40,60,82,71,52,59,72,59,53,56,79,59,72,62,54,69,43,56
2022-01-30 17:00:00,48,64,65,56,61,69,64,55,66,50,57,60,51,55,66,36,54,26,15,73,47,75,33,30,68,69,32,69,41,63,70,27,70,46,NA,29,62,52,48,71,52,71,59,58,164,42,37,39,60,82,71,52,59,72,60,53,56,79,59,73,63,54,68,44,56
2022-01-30 18:00:00,49,64,64,56,61,69,63,56,67,50,57,59,52,55,66,36,54,26,15,73,49,76,34,31,68,69,32,68,42,63,64,26,70,46,NA,29,62,52,49,71,52,71,59,58,164,40,37,38,59,81,70,52,59,72,62,53,57,78,58,73,63,54,67,44,56
2022-01-30 19:00:00,52,63,62,57,61,66,64,56,68,50,57,59,52,56,66,37,54,27,14,73,50,77,36,30,68,69,31,68,42,62,63,26,70,39,NA,29,62,53,52,70,53,71,60,58,162,40,38,36,59,82,70,52,60,72,63,52,56,77,58,73,64,54,66,45,56
2022-01-30 20:00:00,54,63,62,58,61,66,65,56,68,50,57,59,53,56,67,35,54,27,13,73,51,76,38,29,68,69,30,66,38,62,61,27,69,37,NA,29,62,53,52,69,54,71,60,59,161,39,38,37,59,81,69,52,61,72,64,52,54,77,59,74,65,54,65,42,56
2022-01-30 21:00:00,54,62,62,59,59,67,66,55,69,51,57,60,53,56,67,36,55,28,14,74,52,77,36,29,67,70,28,65,37,61,61,27,68,37,NA,30,63,53,53,68,55,72,60,59,161,40,37,38,59,79,69,52,62,71,66,51,53,75,59,76,65,54,65,41,57
2022-01-30 22:00:00,55,61,61,59,60,68,66,54,69,51,57,61,54,56,66,34,55,29,13,75,53,77,35,30,67,69,29,65,38,61,61,27,67,36,NA,28,64,53,53,69,55,72,61,60,161,42,37,39,59,79,68,53,63,70,68,48,53,74,60,79,66,53,65,44,57
2022-01-30 23:00:00,55,59,60,59,61,68,66,54,69,52,58,62,54,56,67,36,55,30,13,76,53,77,36,29,66,67,30,66,38,60,60,26,66,35,NA,28,64,53,53,69,55,73,62,60,160,43,38,37,59,77,68,53,63,70,71,47,52,74,61,80,67,53,65,44,58
2022-01-31,56,59,61,59,60,69,67,55,69,52,59,63,54,57,66,34,55,30,13,77,53,77,35,29,66,66,30,65,36,60,60,26,65,34,NA,28,65,53,53,69,56,73,63,60,160,44,38,38,59,76,67,54,63,70,73,46,52,73,61,82,68,53,65,44,59
2022-01-31 01:00:00,56,58,61,59,61,70,67,55,70,53,59,64,55,57,66,34,56,34,13,77,53,76,35,29,66,66,29,66,35,59,60,25,64,34,NA,28,66,53,53,68,56,74,63,60,160,42,38,40,59,76,66,54,63,69,76,48,50,72,61,83,68,53,65,45,59
2022-01-31 02:00:00,56,58,60,60,61,70,67,56,70,54,59,65,57,58,66,34,57,32,13,77,53,75,35,29,66,67,29,66,34,59,60,25,64,33,NA,27,66,53,54,68,56,74,64,60,160,41,37,39,59,76,66,55,64,68,79,47,48,71,62,84,69,53,66,46,59
2022-01-31 03:00:00,56,57,60,60,62,70,68,57,71,54,60,65,58,58,66,34,58,33,13,77,53,74,37,28,64,67,30,66,32,59,60,23,64,34,NA,28,66,53,54,68,56,74,64,60,160,41,37,37,59,76,65,55,64,67,81,46,48,69,62,85,68,53,66,48,60
2022-01-31 04:00:00,56,58,59,60,62,71,68,57,71,54,60,66,58,58,65,34,59,33,13,76,54,73,39,29,63,68,29,66,32,59,61,22,63,33,NA,28,66,54,54,67,56,75,65,61,159,39,36,36,59,76,64,56,64,66,82,43,46,68,62,85,68,53,66,48,60
2022-01-31 05:00:00,57,58,60,59,62,71,68,57,71,53,60,66,58,58,65,33,60,33,13,77,54,73,38,29,63,68,29,66,31,58,61,23,62,32,NA,28,67,53,55,67,56,75,64,61,159,39,36,34,59,75,64,56,64,65,84,41,48,66,62,85,68,53,65,48,60
2022-01-31 06:00:00,57,59,59,58,62,71,68,57,71,52,61,67,58,58,65,35,60,34,13,78,54,73,39,28,62,69,30,67,32,58,62,23,62,31,NA,29,67,53,55,66,56,75,64,61,158,38,36,32,59,75,64,56,64,64,85,40,47,65,63,86,68,53,65,49,60
2022-01-31 07:00:00,57,59,58,58,62,72,69,58,71,52,60,67,57,59,66,34,60,35,13,79,54,74,40,28,62,69,29,66,31,58,61,22,62,32,NA,31,67,54,56,66,55,75,64,61,152,39,34,31,59,75,64,55,64,64,85,39,44,65,63,87,68,53,65,51,60
2022-01-31 08:00:00,57,58,58,59,63,72,68,58,71,52,60,67,58,59,66,33,60,35,14,79,54,74,40,29,62,70,29,66,30,58,61,23,61,31,NA,32,67,54,57,66,55,75,65,61,79,40,34,30,59,75,63,55,65,63,86,37,43,65,63,87,68,53,65,51,60
2022-01-31 09:00:00,58,57,58,58,63,72,69,58,70,52,60,68,58,60,65,33,60,34,14,79,54,74,38,29,62,70,28,65,31,58,60,21,60,31,NA,37,68,55,57,66,55,76,65,62,63,38,34,30,59,74,62,55,65,62,87,38,43,64,63,87,67,53,66,51,60
2022-01-31 10:00:00,58,57,58,58,63,73,69,58,70,52,60,68,57,60,64,32,60,33,13,79,54,75,38,28,62,70,28,65,29,57,60,21,59,31,NA,38,68,55,57,66,54,76,65,62,60,39,34,29,59,73,61,56,66,62,88,38,42,63,63,87,67,53,66,52,61
2022-01-31 11:00:00,58,57,58,57,63,73,69,58,70,52,60,68,57,60,63,32,60,33,13,78,53,75,38,26,62,70,27,65,29,57,60,21,60,31,NA,40,68,55,57,66,55,76,65,62,59,39,34,28,59,72,61,55,65,62,86,37,44,63,64,88,66,53,67,51,61
2022-01-31 12:00:00,58,58,58,57,62,73,69,58,70,52,60,67,57,60,63,32,60,33,13,78,53,75,38,26,62,70,27,66,29,57,60,21,60,30,NA,41,68,55,57,66,56,76,64,62,58,39,34,27,58,73,60,55,65,61,85,36,44,63,64,87,66,52,67,52,61
