"Time","Alor.Gajah","Alor.Setar","Balik.Pulau","Balok.Baru.Kuantan","Bandaraya.Melaka","Banting","Batu.Muda","Batu.Pahat","Besut","Bintulu","Bukit.Rambai","Cheras","Indera.Mahkota.Kuantan","Jerantut","Kangar","Kapit","Kemaman","Keningau","Kimanis","Klang","Kluang","Kota.Bharu","Kota.Kinabalu","Kota.Tinggi","Kuala.Selangor","Kuala.Terengganu","Kuching","Kulim","Labuan","Langkawi","Larkin","Limbang","Minden","Miri","Muar","Mukah","Nilai","Paka","Pasir.Gudang","Pegoh.Ipoh","Pengerang","Petaling.Jaya","Port.Dickson","Putrajaya","Rompin","Samalaju","Samarahan","Sandakan","Sarikei","Seberang.Jaya","Seberang.Perai","Segamat","Seremban","Seri.Manjung","Shah.Alam","Sibu","Sri.Aman","Sungai.Petani","Taiping","Tanah.Merah","Tangkak","Tanjung.Malim","Tasek.Ipoh","Tawau","Temerloh"
2022-01-01,16,31,28,39,18,67,41,17,47,55,17,35,21,21,38,44,22,29,24,63,15,38,52,20,38,31,25,34,27,46,32,31,41,48,NA,32,44,36,25,31,21,41,43,31,27,55,NA,25,56,52,36,15,22,28,48,28,32,33,35,38,31,34,38,56,20
2022-01-01 01:00:00,16,31,30,39,18,65,42,16,48,56,16,37,21,21,38,45,22,30,24,63,15,38,53,19,36,31,25,33,28,46,32,31,42,52,NA,31,46,36,27,31,21,41,43,31,27,55,NA,24,57,53,38,14,22,28,49,33,33,34,35,37,29,34,43,56,21
2022-01-01 02:00:00,18,31,31,40,16,63,42,15,47,57,16,36,21,21,38,44,20,33,26,63,15,39,54,18,38,31,26,35,29,46,33,31,43,52,NA,30,50,35,28,31,21,42,42,33,28,54,NA,25,57,54,42,14,22,30,52,34,33,35,34,37,28,34,42,56,20
2022-01-01 03:00:00,17,31,31,41,16,60,41,14,47,57,16,35,21,21,38,45,20,35,26,61,15,40,54,18,37,31,25,36,29,46,33,32,44,52,NA,29,51,36,29,30,20,44,42,35,28,54,NA,25,57,54,44,14,22,30,52,35,35,35,31,37,28,33,43,56,20
2022-01-01 04:00:00,17,32,32,41,16,60,41,14,47,58,16,35,22,21,38,44,20,35,25,60,16,40,54,18,37,32,25,35,31,46,33,31,44,53,NA,27,51,36,28,32,20,49,43,36,28,54,NA,26,57,54,45,14,22,29,53,35,34,36,31,37,27,32,43,56,19
2022-01-01 05:00:00,17,32,32,41,17,59,43,13,47,58,16,35,22,20,38,44,20,36,25,59,15,40,54,18,36,33,24,36,32,46,32,31,45,53,NA,27,52,37,28,32,19,52,42,37,27,53,NA,27,57,54,45,14,22,30,54,35,35,36,32,37,28,31,45,56,20
2022-01-01 06:00:00,16,32,33,39,17,57,45,13,46,57,16,36,22,20,39,43,19,36,24,58,15,40,54,18,35,33,23,37,32,46,32,31,45,53,NA,27,52,37,28,32,19,52,40,37,27,53,NA,27,58,55,44,14,21,29,54,35,35,37,32,36,26,31,45,56,20
2022-01-01 07:00:00,17,32,33,37,16,56,45,13,47,57,16,35,23,20,37,41,19,37,24,57,15,41,54,18,34,33,24,37,35,46,30,32,46,53,NA,27,51,36,28,33,19,52,39,37,26,53,NA,28,58,55,44,14,21,29,54,34,35,38,34,37,26,30,46,56,19
2022-01-01 08:00:00,16,32,33,36,15,52,46,13,47,56,15,34,22,21,38,40,19,38,24,55,14,40,54,19,34,33,24,37,35,45,30,32,46,53,NA,27,49,34,30,31,18,52,37,36,24,53,NA,28,58,55,44,14,21,29,53,33,34,38,35,37,27,29,47,56,18
2022-01-01 09:00:00,15,32,33,36,15,46,46,13,47,56,15,33,22,21,39,41,18,38,25,54,16,38,54,19,33,33,24,35,34,45,30,31,45,53,NA,25,47,33,31,30,18,52,38,36,25,53,NA,28,58,54,44,14,19,28,53,33,34,39,35,36,28,29,47,56,18
2022-01-01 10:00:00,15,32,33,36,15,43,45,14,47,55,14,32,21,19,39,40,18,38,24,52,16,39,54,19,31,35,24,34,34,45,30,30,44,53,NA,25,46,31,33,30,18,51,38,37,25,53,NA,28,58,53,43,13,18,27,52,32,34,37,35,37,26,28,46,55,18
2022-01-01 11:00:00,15,33,33,34,16,43,46,14,46,54,15,31,21,18,39,40,18,37,24,51,16,39,54,20,28,37,24,34,34,44,30,31,45,53,NA,25,45,31,33,33,19,50,36,35,25,52,NA,27,58,53,43,13,16,28,52,31,33,36,35,37,26,28,47,55,18
2022-01-01 12:00:00,15,35,34,36,16,41,45,14,48,54,14,30,21,18,40,40,18,38,25,52,15,39,54,20,27,36,24,34,34,44,33,31,45,53,NA,24,43,31,NA,35,19,50,35,36,28,52,NA,26,58,54,43,13,16,28,53,31,34,37,35,38,27,28,47,55,17
2022-01-01 13:00:00,15,36,33,36,16,42,46,14,48,54,14,31,21,18,42,40,17,38,25,52,15,38,54,20,27,36,24,34,35,45,32,30,41,53,NA,22,42,30,34,35,19,51,30,36,26,50,NA,27,58,53,42,13,15,28,53,31,33,40,34,38,25,29,47,55,17
2022-01-01 14:00:00,15,37,34,36,16,43,49,15,48,54,13,31,22,16,43,37,17,37,26,52,15,40,53,19,27,37,23,35,36,44,31,30,41,54,NA,20,42,28,34,35,20,52,27,36,28,47,NA,28,58,53,42,13,15,28,53,31,34,40,33,40,25,28,47,55,17
2022-01-01 15:00:00,15,38,34,35,16,43,50,15,48,54,15,31,23,17,44,36,16,36,27,52,14,41,53,20,25,37,23,35,35,44,31,30,41,53,NA,21,40,28,33,35,19,52,26,36,28,46,NA,28,58,53,42,14,15,28,53,30,33,41,33,40,25,28,45,55,17
2022-01-01 16:00:00,14,40,35,34,17,43,51,15,48,54,14,31,23,18,45,35,16,35,27,51,14,42,53,20,26,36,25,35,36,45,30,31,41,53,NA,20,39,29,33,35,20,52,25,37,28,47,NA,28,58,54,41,14,16,28,53,30,33,41,35,39,26,28,43,55,16
2022-01-01 17:00:00,14,41,35,35,17,37,51,16,48,54,15,30,24,18,46,34,16,36,26,49,14,42,53,23,27,37,25,35,35,47,31,31,43,53,NA,20,38,28,33,35,21,52,25,36,28,47,NA,27,58,53,42,14,17,29,53,30,33,41,35,39,25,27,43,54,16
2022-01-01 18:00:00,14,41,34,34,17,34,50,16,48,54,15,29,25,19,46,32,16,35,24,49,14,42,52,25,27,36,25,33,35,48,31,32,43,53,NA,20,38,27,33,35,21,52,25,35,28,46,NA,28,58,53,42,13,18,30,53,31,33,43,35,40,25,27,43,54,14
2022-01-01 19:00:00,14,42,34,33,17,34,51,16,46,53,15,30,25,18,49,33,16,35,20,48,14,42,52,26,25,36,25,32,34,49,31,31,44,53,NA,21,36,28,32,35,21,52,25,36,28,46,NA,27,58,53,42,13,18,30,53,33,32,43,34,41,25,27,43,54,13
2022-01-01 20:00:00,14,43,33,32,17,34,50,14,45,53,17,30,24,20,49,33,16,35,18,49,15,42,52,25,25,35,25,33,34,49,31,28,46,52,NA,21,36,28,33,35,21,52,25,36,30,46,NA,27,59,53,43,11,18,30,53,33,31,43,34,40,25,28,43,54,13
2022-01-01 21:00:00,14,43,34,33,18,35,47,15,45,53,17,30,23,20,49,30,16,35,17,48,14,42,48,25,24,35,24,33,33,51,33,24,45,52,NA,21,35,26,33,36,21,52,24,35,30,45,NA,27,59,52,43,11,16,29,54,33,32,41,33,41,24,28,42,53,13
2022-01-01 22:00:00,13,44,35,31,19,35,47,15,44,53,17,31,23,20,49,27,17,33,16,47,15,40,45,25,24,34,22,33,34,50,32,23,45,52,NA,22,35,26,32,37,20,52,24,34,32,45,NA,25,59,52,44,10,31,29,54,33,32,40,33,42,24,28,42,52,15
2022-01-01 23:00:00,12,44,32,32,18,39,48,16,45,51,18,32,22,19,49,24,16,32,16,47,14,41,41,25,24,34,19,34,34,50,32,22,43,51,NA,21,34,25,32,38,20,52,24,32,33,42,NA,24,59,51,40,11,16,29,54,33,32,40,34,42,23,27,44,49,15
2022-01-02,13,44,31,32,18,41,48,15,44,45,18,33,22,20,48,23,16,31,16,51,14,41,40,24,25,32,18,34,33,49,31,20,42,51,NA,21,33,24,29,39,20,52,24,33,32,41,NA,25,59,50,37,11,15,29,54,31,32,39,34,42,23,28,44,44,17
2022-01-02 01:00:00,13,43,28,31,19,41,46,15,43,41,19,33,21,20,49,23,17,30,16,51,14,40,37,23,27,31,16,34,33,49,30,20,41,44,NA,22,32,24,30,40,19,54,24,33,32,39,NA,25,58,50,35,11,14,29,54,26,30,39,35,43,23,27,39,41,16
2022-01-02 02:00:00,12,44,28,29,19,41,48,16,43,39,19,32,21,20,50,22,17,26,15,50,14,40,34,22,25,31,15,34,33,49,29,19,39,42,NA,22,30,26,31,40,18,54,25,32,33,39,NA,26,58,48,32,11,14,27,54,24,30,38,35,43,24,27,40,40,16
2022-01-02 03:00:00,13,44,27,29,19,41,51,16,43,36,20,32,21,20,50,22,18,24,15,51,14,39,32,20,25,31,16,33,32,49,29,19,39,41,NA,22,30,27,33,40,18,67,26,29,33,39,NA,25,58,47,32,11,14,26,54,23,29,38,35,43,25,27,39,40,16
2022-01-02 04:00:00,13,45,26,27,19,40,52,17,44,34,19,35,21,20,50,22,18,23,14,52,14,39,32,21,24,31,16,35,31,50,28,18,39,41,NA,22,29,26,35,40,18,67,25,28,32,38,NA,24,58,47,31,11,14,27,53,23,27,38,36,42,25,26,39,40,16
2022-01-02 05:00:00,13,44,26,27,19,41,52,17,45,33,19,35,22,20,50,22,18,22,15,52,14,39,31,20,24,29,16,35,31,51,30,18,38,40,NA,22,27,26,36,42,19,79,26,28,32,37,NA,23,58,46,30,12,14,27,53,23,26,38,37,43,24,26,38,39,15
2022-01-02 06:00:00,14,45,26,28,20,42,51,17,46,33,19,36,21,20,49,22,18,22,16,52,14,39,31,21,24,31,16,33,31,51,28,18,37,39,NA,22,28,27,37,42,20,83,26,28,32,35,NA,22,58,46,30,12,14,27,52,23,25,38,36,43,22,26,37,39,16
2022-01-02 07:00:00,14,45,25,29,19,41,51,16,45,32,19,37,22,20,49,22,18,23,15,52,14,38,31,20,26,32,16,33,29,51,30,17,37,38,NA,21,28,29,37,42,20,88,26,28,30,33,NA,21,57,45,31,12,14,27,52,23,24,38,35,42,21,26,37,38,16
2022-01-02 08:00:00,14,45,26,28,19,40,52,16,44,30,18,38,22,20,48,22,19,22,15,53,14,39,30,19,26,32,16,34,29,51,32,17,37,37,NA,21,28,28,37,42,20,92,27,28,32,32,NA,22,57,46,32,11,15,27,53,23,24,38,35,43,20,27,36,36,17
2022-01-02 09:00:00,14,45,26,28,19,42,52,16,45,31,18,39,22,18,48,20,19,21,14,53,13,39,32,18,26,34,16,35,28,51,31,17,36,35,NA,21,28,28,34,43,20,95,28,28,31,31,NA,22,57,50,33,12,15,27,53,23,23,35,34,44,19,27,36,37,17
2022-01-02 10:00:00,15,45,25,29,18,46,52,16,46,33,18,41,23,18,49,20,19,20,14,53,13,38,33,17,27,33,16,36,28,52,30,18,37,35,NA,20,30,29,31,43,20,95,27,28,32,29,NA,22,57,51,34,12,17,26,54,23,23,36,34,45,19,27,36,36,16
2022-01-02 11:00:00,15,44,25,29,17,52,53,15,48,32,17,42,22,19,48,20,18,20,14,53,12,38,32,18,26,32,17,36,27,52,30,17,36,36,NA,20,30,30,31,42,19,96,27,29,32,28,NA,22,57,52,35,13,18,25,54,23,23,37,33,46,18,27,36,36,17
2022-01-02 12:00:00,16,44,26,29,18,53,53,14,48,30,17,43,21,19,48,20,18,19,14,53,12,38,32,17,24,33,17,38,28,52,28,16,37,35,NA,20,33,31,31,44,19,95,28,31,31,27,NA,21,57,51,36,13,19,26,54,23,23,38,31,46,17,27,37,35,18
2022-01-02 13:00:00,16,44,27,28,18,53,54,14,49,29,17,44,22,19,48,22,19,19,13,53,11,38,32,17,23,34,17,38,28,51,30,16,39,34,NA,20,34,33,30,45,19,95,28,31,31,25,NA,20,57,51,37,14,20,25,54,23,23,37,32,46,17,27,36,35,18
2022-01-02 14:00:00,16,43,29,29,19,53,53,14,48,28,18,45,22,19,47,22,19,19,12,53,11,36,32,18,22,35,17,38,27,52,29,16,40,33,NA,20,37,35,31,46,19,95,28,30,29,27,NA,19,57,52,37,14,21,25,54,23,23,37,32,47,16,27,35,33,19
2022-01-02 15:00:00,16,44,30,30,19,54,53,14,49,28,17,46,22,18,47,23,20,20,11,52,11,35,32,17,22,35,20,39,27,52,30,16,39,33,NA,20,37,37,32,46,20,95,29,30,29,28,NA,19,57,52,38,13,21,25,54,23,24,37,31,48,16,26,35,34,19
2022-01-02 16:00:00,16,44,31,30,18,54,52,14,50,27,17,47,22,17,47,24,21,20,12,52,11,35,32,17,22,37,23,38,26,52,29,16,39,33,NA,21,36,38,32,46,20,95,28,30,29,27,NA,19,57,52,38,13,22,25,54,22,24,38,32,49,16,26,35,33,19
2022-01-02 17:00:00,16,44,32,30,17,54,54,14,51,26,16,48,21,17,47,25,21,20,13,51,10,36,32,17,21,37,25,39,31,51,29,17,39,33,NA,21,37,40,31,47,19,95,29,36,28,27,NA,19,58,52,38,13,22,25,54,22,23,39,32,49,16,28,34,32,19
2022-01-02 18:00:00,16,44,33,29,17,53,54,13,51,26,16,48,21,16,47,27,20,19,13,51,10,36,32,17,21,39,25,38,35,52,29,15,39,31,NA,21,37,42,32,48,18,95,30,38,30,27,NA,19,58,52,38,14,22,24,55,21,24,37,32,51,17,27,35,33,20
2022-01-02 19:00:00,16,46,33,30,18,53,54,13,52,26,16,49,20,17,45,25,21,18,12,51,9,37,30,16,21,41,25,38,35,52,28,16,39,30,NA,21,38,43,31,48,18,95,30,37,29,27,NA,20,58,53,39,15,23,23,55,21,25,37,32,51,18,28,36,34,20
2022-01-02 20:00:00,16,46,32,30,19,53,54,13,51,27,15,49,19,16,44,24,21,19,13,51,9,40,29,16,21,42,24,38,35,52,28,16,38,31,NA,22,38,42,31,48,18,NA,30,37,28,27,NA,20,58,53,37,16,24,23,54,20,24,37,33,52,18,28,37,33,20
2022-01-02 21:00:00,17,47,31,30,19,52,54,12,51,28,14,50,18,15,49,25,21,19,13,52,9,39,31,16,22,42,23,37,35,52,27,17,37,32,NA,21,37,43,32,48,18,NA,31,37,26,26,NA,19,57,54,36,17,24,23,54,20,23,38,34,52,20,29,37,31,20
2022-01-02 22:00:00,17,48,32,32,19,52,53,12,52,27,15,48,19,15,47,24,22,19,13,51,8,39,29,15,21,42,21,37,35,52,27,18,37,34,NA,21,39,45,31,48,18,NA,31,37,25,26,NA,20,57,55,36,17,21,23,54,19,22,39,34,53,20,29,36,27,17
2022-01-02 23:00:00,18,49,34,32,20,48,53,11,52,28,15,47,18,15,48,24,23,20,13,49,8,38,29,15,21,43,19,37,35,52,27,18,39,36,NA,21,39,45,31,49,19,NA,31,39,26,26,NA,20,57,55,35,17,21,22,53,19,21,40,33,53,20,28,35,25,17
2022-01-03,18,50,36,33,19,48,52,12,53,30,15,45,18,15,48,25,23,19,13,45,8,40,27,14,20,43,19,37,35,52,26,18,41,42,NA,22,42,45,31,50,19,NA,31,38,26,26,NA,19,57,55,36,17,21,21,53,19,20,42,31,53,20,27,35,26,15
2022-01-03 01:00:00,17,50,39,33,18,46,52,12,53,32,15,44,17,16,49,25,23,18,13,42,7,40,26,14,18,45,19,36,35,52,27,19,43,43,NA,21,43,45,29,51,19,NA,32,37,26,26,NA,19,57,55,36,17,20,21,53,19,21,42,32,53,21,28,35,25,15
2022-01-03 02:00:00,18,51,40,33,18,46,52,13,53,35,15,43,18,17,48,25,24,18,14,40,7,41,26,13,19,45,18,35,35,52,26,20,44,44,NA,21,43,44,27,52,19,NA,31,38,26,25,NA,18,57,56,36,17,21,22,52,19,20,43,31,53,19,28,35,26,15
2022-01-03 03:00:00,17,51,41,31,17,46,51,14,53,39,15,43,18,17,49,26,25,18,13,38,6,41,26,12,19,45,18,35,34,52,25,20,45,44,NA,21,43,43,24,52,19,51,30,39,25,24,NA,19,57,56,36,17,21,21,52,19,19,44,32,53,18,28,35,25,15
2022-01-03 04:00:00,17,51,41,30,17,47,48,15,53,43,15,41,17,17,49,26,25,18,14,37,6,41,24,11,18,45,18,35,35,52,26,20,45,44,NA,21,46,44,22,52,20,50,32,40,25,25,NA,18,57,57,37,17,21,19,51,19,21,43,32,54,18,29,36,26,15
2022-01-03 05:00:00,17,51,41,30,17,46,47,16,53,47,16,40,18,16,49,26,26,18,14,38,6,41,21,10,18,45,18,34,35,51,24,20,45,45,NA,21,46,45,21,53,19,51,32,39,25,24,NA,18,57,57,39,16,21,19,52,19,22,43,31,54,19,29,36,26,16
2022-01-03 06:00:00,16,51,41,30,17,44,46,17,53,51,16,39,19,16,49,26,26,17,13,37,6,41,21,11,18,44,19,36,34,51,25,20,47,44,NA,21,47,44,20,53,18,55,32,38,25,24,NA,18,57,57,40,16,21,19,52,19,23,43,32,54,19,30,37,28,16
2022-01-03 07:00:00,16,51,42,29,17,43,46,17,53,51,16,38,19,16,49,25,26,16,14,36,6,42,21,11,18,45,20,35,36,51,24,19,46,45,NA,21,48,42,20,53,18,57,31,36,26,24,NA,18,57,58,39,16,21,19,52,19,23,43,32,54,19,30,37,28,17
2022-01-03 08:00:00,17,52,42,30,18,45,43,17,53,51,17,37,20,15,49,25,26,17,14,36,6,42,22,12,17,44,21,35,35,51,23,20,47,46,NA,21,51,43,21,53,18,56,30,37,26,24,NA,17,57,58,40,16,21,19,52,20,23,44,35,54,20,30,39,29,18
2022-01-03 09:00:00,17,52,42,29,18,44,43,15,53,49,17,37,19,17,49,27,25,17,14,40,6,43,21,12,19,43,21,37,36,51,24,20,48,46,NA,21,51,43,21,53,19,55,31,36,24,24,NA,17,57,57,41,16,22,19,52,19,23,43,37,54,20,29,38,29,18
2022-01-03 10:00:00,18,52,42,27,19,41,42,14,53,48,17,37,18,17,50,28,25,17,14,44,7,44,20,12,19,43,21,37,36,51,24,19,48,46,NA,21,52,44,21,53,19,55,32,37,23,24,NA,16,57,57,41,15,22,23,53,20,23,45,40,54,21,30,37,27,18
2022-01-03 11:00:00,17,52,42,28,19,36,45,14,53,49,17,37,19,17,51,28,26,18,14,44,7,43,20,13,19,42,21,39,36,50,25,19,48,45,NA,21,52,43,21,54,20,55,33,36,23,26,14,16,57,57,42,15,21,23,53,21,23,47,41,54,20,30,37,28,18
2022-01-03 12:00:00,16,52,42,29,19,33,44,13,52,50,18,36,19,18,51,27,25,17,14,44,7,43,20,14,20,42,20,40,36,50,26,21,48,45,NA,21,51,41,22,53,20,55,33,35,21,29,14,16,57,57,42,14,24,24,53,21,22,47,42,54,21,31,39,28,17
2022-01-03 13:00:00,17,52,43,31,18,31,40,13,52,50,18,35,18,18,50,24,26,16,14,44,7,43,20,16,21,41,21,42,35,50,25,21,47,45,NA,20,51,40,23,53,20,56,33,35,22,30,14,17,57,57,42,14,31,25,53,20,22,50,45,54,21,30,40,28,18
2022-01-03 14:00:00,17,52,44,29,17,30,43,13,52,51,19,35,17,19,50,25,26,16,15,43,8,43,20,17,22,41,21,43,34,50,26,22,47,46,NA,21,48,39,24,53,19,56,33,37,21,28,14,18,57,57,43,13,33,26,53,20,21,50,45,54,22,30,42,28,17
2022-01-03 15:00:00,18,51,44,30,16,27,46,13,52,51,19,35,18,19,49,25,26,16,14,47,7,41,21,10,23,41,21,43,34,50,26,23,50,46,NA,21,49,38,24,54,18,56,34,37,21,26,14,19,57,58,44,13,34,27,53,20,21,49,46,53,23,31,44,27,17
2022-01-03 16:00:00,18,51,45,29,18,28,50,14,52,51,20,35,19,20,49,28,24,17,14,47,7,40,20,10,23,40,22,45,36,49,26,22,51,47,NA,20,51,38,24,54,17,57,36,38,21,26,13,19,57,58,44,13,34,26,53,20,20,47,45,54,25,31,46,28,17
2022-01-03 17:00:00,17,51,44,28,18,29,45,15,52,52,21,36,19,20,49,27,25,17,13,48,8,40,21,11,23,40,25,44,37,49,26,22,51,46,NA,20,51,38,25,54,17,57,35,33,21,26,14,19,57,58,44,13,35,26,53,20,19,48,45,53,24,30,47,29,18
2022-01-03 18:00:00,18,50,44,29,19,32,46,17,52,51,21,35,21,20,49,26,26,18,13,51,8,39,21,12,23,39,25,47,37,49,26,23,51,46,NA,20,51,37,25,54,18,57,35,33,20,25,13,19,57,58,45,13,35,27,53,20,18,48,44,53,24,32,47,30,18
2022-01-03 19:00:00,18,49,46,29,19,31,45,17,52,51,22,37,21,21,49,28,25,19,14,51,8,38,21,12,24,39,25,50,39,49,26,23,52,45,NA,20,52,37,26,55,20,57,35,32,22,25,14,19,57,58,44,13,35,28,53,19,17,48,44,53,24,33,47,33,18
2022-01-03 20:00:00,20,49,45,29,18,33,45,17,53,51,24,38,20,21,47,26,26,18,14,51,8,37,21,12,23,38,25,49,40,48,25,23,52,44,NA,18,52,38,27,55,21,57,35,32,21,24,14,18,57,58,45,12,35,29,53,20,17,48,43,53,24,33,48,35,19
2022-01-03 21:00:00,21,49,45,29,19,35,47,17,53,49,25,39,19,21,45,26,25,19,13,51,8,38,20,12,24,37,23,51,39,48,25,22,52,43,NA,18,52,37,28,55,21,57,35,34,22,25,14,17,58,57,45,13,35,30,53,19,17,48,44,53,22,34,52,36,21
2022-01-03 22:00:00,22,48,43,27,18,38,49,18,52,47,27,42,19,22,46,25,24,19,13,52,8,42,19,14,26,36,21,51,40,47,25,22,52,42,NA,18,52,37,28,55,21,57,35,33,22,25,15,15,57,57,46,13,36,31,54,20,18,48,44,52,23,34,53,36,21
2022-01-03 23:00:00,22,46,42,26,20,41,51,18,52,47,28,44,19,22,46,25,23,18,14,52,9,45,20,14,26,35,21,51,41,47,24,22,52,41,NA,17,53,37,28,55,20,58,34,31,21,25,16,15,57,57,46,12,37,32,55,19,19,48,45,52,24,36,54,37,21
2022-01-04,22,45,41,24,20,41,53,17,52,49,27,46,19,21,46,25,24,18,14,53,9,44,22,14,27,35,21,51,40,47,25,22,51,34,NA,17,53,37,28,56,20,58,33,32,21,25,16,15,58,57,46,13,38,33,55,19,21,47,47,52,23,37,54,36,22
2022-01-04 01:00:00,23,46,40,25,20,42,54,16,51,47,27,48,20,21,46,24,24,18,14,53,9,44,21,14,26,34,21,51,39,47,26,22,51,33,NA,17,53,37,27,55,20,58,33,32,21,25,16,15,58,56,45,13,39,35,55,18,20,46,48,52,23,37,54,37,23
2022-01-04 02:00:00,24,46,39,24,20,44,54,15,50,44,27,50,19,20,46,24,23,18,14,54,9,43,21,13,26,33,21,52,39,47,26,22,50,33,NA,18,53,36,26,55,20,58,32,31,23,26,16,16,57,56,46,13,39,36,56,18,20,47,50,52,23,38,54,36,24
2022-01-04 03:00:00,23,46,39,26,21,45,55,14,50,39,27,51,19,21,46,23,22,18,14,57,9,43,21,13,27,33,21,52,39,46,27,22,50,33,NA,18,53,36,27,55,20,58,32,32,23,26,16,16,57,55,45,14,38,37,56,19,22,47,51,52,23,38,55,37,24
2022-01-04 04:00:00,23,45,39,26,21,46,55,14,49,37,27,52,20,21,46,24,21,17,14,58,9,42,23,14,27,32,20,52,39,46,26,22,50,32,NA,19,52,35,26,55,20,59,32,31,25,27,16,16,58,55,44,14,38,38,57,19,21,47,52,52,23,38,55,37,24
2022-01-04 05:00:00,24,45,38,26,21,49,55,14,47,34,27,53,19,22,47,24,20,17,13,59,9,41,24,15,29,31,22,52,39,47,26,21,51,31,NA,19,52,33,26,55,20,58,33,31,27,28,16,16,58,55,44,14,39,40,58,19,21,47,52,51,22,38,56,38,24
2022-01-04 06:00:00,25,45,38,26,21,52,55,13,46,32,27,53,18,22,47,25,19,17,13,60,9,41,24,17,30,31,21,52,39,47,25,21,51,32,NA,19,52,33,27,54,20,56,35,31,26,29,17,16,58,55,44,14,39,41,59,20,21,48,53,50,22,38,55,36,24
2022-01-04 07:00:00,25,45,37,25,21,53,55,13,46,34,28,54,19,21,47,26,18,17,13,61,10,40,24,17,30,30,21,52,35,47,25,21,51,30,NA,20,52,33,27,54,20,54,35,34,27,29,17,15,58,55,44,15,38,41,58,20,22,48,52,50,22,39,56,37,24
2022-01-04 08:00:00,24,44,38,25,21,54,56,13,45,37,28,55,18,22,48,26,18,16,13,62,9,39,24,17,32,30,21,52,36,46,25,21,49,29,NA,21,53,33,27,54,20,55,36,35,28,30,17,16,58,56,43,15,38,43,59,20,21,47,52,48,22,39,56,37,24
2022-01-04 09:00:00,24,44,40,25,21,55,57,12,44,40,28,57,17,22,48,25,18,17,13,63,10,39,25,17,34,29,22,53,36,46,24,20,49,30,NA,22,53,33,26,55,20,56,36,37,29,31,18,16,58,55,43,16,37,47,59,21,22,47,52,45,22,40,56,39,24
2022-01-04 10:00:00,24,45,40,26,21,55,57,13,43,41,28,57,17,22,47,25,20,16,13,63,9,39,24,17,36,29,22,53,35,45,23,20,50,31,NA,24,53,30,26,55,20,56,36,34,30,31,17,16,58,56,45,17,36,46,59,21,22,45,54,41,22,41,56,40,24
2022-01-04 11:00:00,25,43,39,26,21,55,55,14,43,41,29,57,17,21,45,26,20,16,14,63,10,38,25,17,38,29,22,53,35,44,22,20,50,29,NA,25,53,30,25,54,20,56,36,36,30,30,18,16,58,56,45,17,36,46,59,21,21,42,55,41,23,41,56,41,25
2022-01-04 12:00:00,25,42,39,25,21,55,55,15,43,40,29,57,18,20,43,28,20,16,13,64,10,38,25,18,39,29,22,53,36,43,21,18,50,29,NA,26,53,30,24,53,19,56,36,36,31,27,19,17,58,56,46,18,33,44,59,21,21,41,55,39,21,40,56,41,25
2022-01-04 13:00:00,25,41,39,24,21,56,55,16,44,41,29,56,18,20,42,33,19,17,13,64,10,37,24,18,39,29,21,52,36,42,20,19,51,28,NA,27,53,29,22,53,20,55,37,35,32,26,20,16,58,56,46,18,24,44,59,22,21,37,54,40,21,40,56,43,24
2022-01-04 14:00:00,25,40,38,25,22,56,56,18,45,40,29,56,18,19,42,35,18,16,13,64,10,37,25,19,40,28,22,52,36,40,18,19,51,28,NA,26,53,29,21,53,20,55,38,34,35,26,20,17,58,56,46,18,22,44,58,23,22,37,55,39,21,40,56,44,24
2022-01-04 15:00:00,25,39,36,25,22,56,56,19,43,39,29,56,18,22,41,35,19,16,12,64,11,38,25,20,39,27,21,52,36,39,19,18,51,28,NA,25,53,29,20,53,21,55,39,38,35,25,20,19,58,58,47,18,23,45,58,24,23,38,55,38,21,40,55,44,25
2022-01-04 16:00:00,26,38,34,26,21,57,55,20,42,40,29,55,17,24,40,31,19,16,12,64,11,38,25,20,39,27,21,52,33,38,19,18,51,28,NA,25,54,29,20,53,22,55,40,37,36,25,21,19,58,58,47,19,23,46,59,24,24,39,56,37,19,39,55,43,25
2022-01-04 17:00:00,26,37,35,26,21,57,55,22,41,40,29,56,18,25,39,32,20,15,12,65,12,39,25,21,39,26,19,52,31,36,19,17,50,29,NA,25,54,27,19,53,23,56,41,36,39,25,21,19,58,59,47,20,24,46,59,23,26,37,57,37,20,39,55,43,24
2022-01-04 18:00:00,26,38,36,26,20,57,55,22,39,39,29,56,19,25,38,32,20,16,13,64,12,38,25,21,39,26,18,52,31,35,20,17,48,29,NA,25,54,27,19,53,22,63,42,36,44,25,22,19,58,59,45,20,25,46,60,23,27,37,57,38,20,38,55,42,24
2022-01-04 19:00:00,27,37,38,26,22,57,55,22,38,40,29,56,19,26,37,30,21,16,14,65,13,40,25,21,39,26,19,50,30,35,20,17,46,32,NA,25,55,27,19,53,20,64,43,38,43,25,22,19,58,59,46,20,28,46,61,23,29,35,57,37,19,36,55,44,24
2022-01-04 20:00:00,27,38,38,26,22,57,56,21,38,40,27,56,19,25,38,32,20,16,15,65,13,42,26,20,39,26,20,52,31,35,21,19,45,33,NA,27,55,27,18,53,20,65,45,38,42,25,22,21,58,59,45,20,30,47,61,22,30,34,59,38,20,35,54,48,23
